,Unnamed: 0,title,publication date,subject,journal,DOI,author,abstract,from_database,tfidf_score
457,1368,Autonomic and Electrophysiological Evidence for Reduced Auditory Habituation in Autism.,2020-09-14 00:00:00,,Journal of autism and developmental disorders,10.1007/s10803-020-04636-8,,"It is estimated that nearly 90% of children on the autism spectrum exhibit sensory atypicalities. What aspects of sensory processing are affected in autism? Although sensory processing can be studied along multiple dimensions, two of the most basic ones involve examining instantaneous sensory responses and how the responses change over time. These correspond to the dimensions of 'sensitivity' and 'habituation'. Results thus far have indicated that autistic individuals do not differ systematically from controls in sensory acuity/sensitivity. However, data from studies of habituation have been equivocal. We have studied habituation in autism using two measures: galvanic skin response (GSR) and magneto-encephalography (MEG). We report data from two independent studies. The first study, was conducted with 13 autistic and 13 age-matched neurotypical young adults and used GSR to assess response to an extended metronomic sequence. The second study involved 24 participants (12 with an ASD diagnosis), different from those in study 1, spanning the pre-adolescent to young adult age range, and used MEG. Both studies reveal consistent patterns of reduced habituation in autistic participants. These results suggest that autism, through mechanisms that are yet to be elucidated, compromises a fundamental aspect of sensory processing, at least in the auditory domain. We discuss the implications for understanding sensory hypersensitivities, a hallmark phenotypic feature of autism, recently proposed theoretical accounts, and potential relevance for early detection of risk for autism.",pubmed,0.6008413079475655
895,1872,Parents' multi-layered expectations when requesting an Autism Spectrum Disorder assessment of their young child: an in-depth interview study.,2020-09-10 00:00:00,,BMC psychiatry,10.1186/s12888-020-02806-7,,"Parents are valued stakeholders in research, clinical practice and policy development concerning autism spectrum disorder (ASD). However, little is known about what drives and moves parents besides their obvious worries and help request when they ask for a diagnostic ASD assessment of their child.",pubmed,0.5990630391680585
887,1863,Estimating the prevalence of autism spectrum disorder in Lebanon.,2020-09-11 00:00:00,,L'Encephale,S0013-7006(20)30159-7,,"This cross-sectional survey examines the prevalence rate of Autism spectrum disorder (ASD) in 818 children (16-48 months) across all Lebanese regions. Screening was done using the revised form of the Modified-Checklist for Autism in Toddlers. Based on the total score of items failed, children were classified into 3 categories of ASD risk (low, moderate and high). Phone calls follow-up interviews and clinical assessments for diagnosis ascertainment were conducted. Given the caregivers' reluctance to participate, the prevalence rate was estimated between 49 and 513 per 10,000 with a male predominance. Our prevalence estimation, even under restrictive assumptions, is higher than elsewhere in the Arab region. Anti- stigma interventions adapted to the socio-cultural context are needed prior to future research in the field.",pubmed,0.5981987276175635
479,1395,Proteomics and Metabolomics Approaches towards a Functional Insight onto AUTISM Spectrum Disorders: Phenotype Stratification and Biomarker Discovery.,2020-08-30 00:00:00,,International journal of molecular sciences,E6274,,"Autism spectrum disorders (ASDs) are neurodevelopmental disorders characterized by behavioral alterations and currently affect about 1% of children. Significant genetic factors and mechanisms underline the causation of ASD. Indeed, many affected individuals are diagnosed with chromosomal abnormalities, submicroscopic deletions or duplications, single-gene disorders or variants. However, a range of metabolic abnormalities has been highlighted in many patients, by identifying biofluid metabolome and proteome profiles potentially usable as ASD biomarkers. Indeed, next-generation sequencing and other omics platforms, including proteomics and metabolomics, have uncovered early age disease biomarkers which may lead to novel diagnostic tools and treatment targets that may vary from patient to patient depending on the specific genomic and other omics findings. The progressive identification of new proteins and metabolites acting as biomarker candidates, combined with patient genetic and clinical data and environmental factors, including microbiota, would bring us towards advanced clinical decision support systems (CDSSs) assisted by machine learning models for advanced ASD-personalized medicine. Herein, we will discuss novel computational solutions to evaluate new proteome and metabolome ASD biomarker candidates, in terms of their recurrence in the reviewed literature and laboratory medicine feasibility. Moreover, the way to exploit CDSS, performed by artificial intelligence, is presented as an effective tool to integrate omics data to electronic health/medical records (EHR/EMR), hopefully acting as added value in the near future for the clinical management of ASD.",pubmed,0.5979387933461218
923,1905,Lifetime co-occurring psychiatric disorders in newly diagnosed adults with attention deficit hyperactivity disorder (ADHD) or/and autism spectrum disorder (ASD).,2020-08-26 00:00:00,,BMC psychiatry,10.1186/s12888-020-02828-1,,Co-occurring psychiatric disorders in adults with Attention Deficit Hyperactivity Disorder (ADHD) and/or Autism Spectrum Disorder (ASD) contribute to the burden of the healthcare and possibly to the delay of diagnosis. Aim of the study was to clinically assess the prevalence and compare lifetime co-occurring psychopathology in a sample of newly diagnosed ADHD and/or ASD adults and discuss the diagnostic challenges they pose.,pubmed,0.5979103054374282
881,1857,Affording autism an early brain development re-definition.,,,Development and psychopathology,10.1017/S0954579420000802,,"The national priority to advance early detection and intervention for children with autism spectrum disorder (ASD) has not reduced the late age of ASD diagnosis in the US over several consecutive Centers for Disease Control and Prevention (CDC) surveillance cohorts, with traditionally under-served populations accessing diagnosis later still. In this review, we explore a potential perceptual barrier to this enterprise which views ASD in terms that are contradicted by current science, and which may have its origins in the current definition of the condition and in its historical associations. To address this perceptual barrier, we propose a re-definition of ASD in early brain development terms, with a view to revisit the world of opportunities afforded by current science to optimize children's outcomes despite the risks that they are born with. This view is presented here to counter outdated notions that potentially devastating disability is determined the moment a child is born, and that these burdens are inevitable, with opportunities for improvement being constrained to only alleviation of symptoms or limited improvements in adaptive skills. The impetus for this piece is the concern that such views of complex neurodevelopmental conditions, such as ASD, can become self-fulfilling science and policy, in ways that are diametrically opposed to what we currently know, and are learning every day, of how genetic risk becomes, or not, instantiated as lifetime disabilities.",pubmed,0.5970371358203638
60,453,Evaluation of the clinical characteristics of children with autism spectrum disorder and epilepsy and the perception of their parents on quality of life,,Neurology,,10.1016/j.eplepsyres.2021.106599,"{'ORCID': 'http://orcid.org/0000-0002-2022-2909', 'authenticated-orcid': False, 'given': 'Halil', 'family': 'Celik', 'sequence': 'first', 'affiliation': []}",,crossref,0.5969687724126621
520,1442,Treatment with the traditional Chinese medicine <i>BuYang HuanWu Tang</i> induces alterations that normalize the microbiome in ASD patients.,2020-03-06 00:00:00,,"Bioscience of microbiota, food and health",10.12938/bmfh.2019-032,,"Autism spectrum disorders (ASDs) are prevalent neurobiological conditions with complicated causes worldwide. Increasing researcher awareness of ASD and accumulated evidence suggest that the development of ASD may be strongly linked to the dysbiosis of the gut microbiota. In addition, most of the current studies have compared autistic children and neurotypical children or have compared ASD patients before and after antibiotic treatment. Treatment of autism with traditional Chinese medicine (TCM) has increasingly been promoted, but the relationship between its efficacy and intestinal flora has rarely been reported. Under the premise that treatment with the TCM <i>BuYang HuanWu Tang</i> is effective, we conducted a comparative bioinformatics analysis to identify the overall changes in gut microbiota in relation to ASD by comparing the intestinal flora before and after treatment with TCM and contrasting the intestinal flora with that of healthy controls. At the phylum level, Proteobacteria showed a significant increase in children with ASD, which may be a signature of dysbiosis in the gut microbiota. At the genus level, <i>Blautia, Coprococcus</i> 1<i>,</i> the <i>Lachnospiraceae</i> family, and the <i>Ruminococcaceae</i> family were found at the lowest levels of relative abundance in children with ASD, whereas the abundances of <i>Escherichia-Shigella, Klebsiella</i>, and <i>Flavonifractor</i> were significantly increased compared with those in the healthy control group. In sum, this study characterized the alterations of the intestinal microbiome in children with ASD and its normalization after TCM treatment (TCMT), which may provide novel insights into the diagnosis and therapy of ASD.",pubmed,0.5965422133569284
599,1533,Clinical signs associated with earlier diagnosis of children with autism Spectrum disorder.,2021-02-25 00:00:00,,BMC pediatrics,10.1186/s12887-021-02551-0,,The objective of this study is to gain new insights into the relationship between clinical signs and age at diagnosis.,pubmed,0.5964240270837692
13,59,Effect of cognitive training based on virtual reality on the children with autism spectrum disorder,,,,10.1016/j.crbeha.2020.100013,"{'given': 'Jun-Qiang', 'family': 'Zhao', 'sequence': 'first', 'affiliation': []}",,crossref,0.5957592844605266
842,1812,Pubertal Timing During Early Adolescence: Advanced Pubertal Onset in Females with Autism Spectrum Disorder.,2020-10-12 00:00:00,,Autism research : official journal of the International Society for Autism Research,10.1002/aur.2406,,"Autism spectrum disorder (ASD) is characterized by impaired social communication and poor adaptation to change; thus, the onset of puberty may be a pivotal transition. This cross-sectional study measured pubertal timing to examine hypothesized differences for sex (female vs. male) and group (ASD vs. typical development [TD]). Participants included 239 children (137 ASD, 102 TD) between 10 and 13 years. The ASD group included 35 females and 102 males; the TDs included 44 females and 58 males. Pubertal onset measured by genital or pubic stage was investigated with linear regression using main effects of sex and age-by-sex interactions in TD and ASD groups and main effects of diagnosis and diagnosis-by-age interactions in males and females, controlling for body mass index, socioeconomic status, and race. In TD, examination of main effects for genital (penis/breast) stage showed no difference for male and female children (t = 1.33, P = 0.187, rdf = 92); however, there were significant differences in ASD (t = 2.70, P = 0.008, rdf = 121). For diagnosis modeled separately by sex, there was significantly earlier pubertal development in females with ASD (t = 1.97, P = 0.053, rdf = 70, but not males (t = 1.329, P = 0.186, rdf = 143). In addition, analysis of menses revealed females with ASD had significantly earlier onset than TD (t = -2.56, P = 0.018, rdf = 21). Examination of pubic stage revealed expected sex differences for TD (t = 2,674, P = 0.009, rdf = 91) and ASD (t = 3.482, P = 0.001, rdf = 121). Females with ASD evidence advanced pubertal onset relative to ASD males and TD females. Findings underscore the need for enhanced understanding of pubertal development in ASD, as differences may have significant psychological, social, physiological, and developmental consequences. LAY SUMMARY: Children with autism spectrum disorder (ASD) have difficulty with social communication and respond poorly to change, which may include the onset and course of puberty. The study measured the timing of puberty in 239 children (137 ASD and 102 typical development [TD]) between 10 and 13 years based on pubertal stage of genital (breast/penis) and pubic hair development. Females with ASD evidence advanced pubertal onset relative to ASD males and TD females. Findings underscore the need for an enhanced understanding of pubertal development in ASD.",pubmed,0.593549635535158
963,1950,Blood homocysteine levels in children with autism spectrum disorder: An updated systematic review and meta-analysis.,2020-07-06 00:00:00,,Psychiatry research,S0165-1781(20)30423-6,,"Results of studies on peripheral blood levels of homocysteine (Hcy) in children with autism spectrum disorder (ASD) are inconsistent, and conclusions from two previous meta-analyses on this subject published in 2012 are already outdated. Therefore, we conducted an updated systematic review and meta-analysis to quantitatively summarize the peripheral blood Hcy data in children with ASD compared with healthy controls (HC). We searched PubMed, EMBASE, PsycINFO, PsycARTICLES, Web of Science, and Cochrane Library databases from inception to September 2019 for eligible studies, with no language restriction. Using random-effects model, we computed summary statistics. Thirty-one studies (3304 participants including 1641 cases) were included. The pooled results showed that the peripheral blood Hcy levels were significantly elevated in children with ASD when compared to HC (Hedges's g = 0.56, 95% CI = 0.36 to 0.76, P < 0.001). By sensitivity analyses, we confirmed that our results were quite robust. Additionally, no publication bias was observed in this meta-analysis. In conclusion, our study support the association of increased circulating Hcy levels with ASD in children, and the involvement of Hcy in the occurrence of ASD. However, in view of the significant between-study heterogeneity, the conclusions should be interpreted cautiously and more investigation is required.",pubmed,0.5922671769631939
229,1107,The Route to Autism Spectrum Diagnosis in Pediatric Practice in Bulgaria.,2021-01-11 00:00:00,,"Diagnostics (Basel, Switzerland)",106,,Diagnosis of autism spectrum disorder (ASD) before the age of three years is a challenge. Analyzing the present practice may help reaching that goal.,pubmed,0.5921160546953266
179,1050,Autism risk in neonatal intensive care unit patients associated with novel heart rate patterns.,2021-02-18 00:00:00,,Pediatric research,10.1038/s41390-021-01381-1,,"Neonatal intensive care unit (NICU) patients are at increased risk for autism spectrum disorder (ASD). Autonomic nervous system aberrancy has been described in children with ASD, and we aimed to identify heart rate (HR) patterns in NICU patients associated with eventual ASD diagnosis.",pubmed,0.5917053449929837
791,1754,Parenting a Child With Autism Spectrum Disorder: Perspective of Jordanian Mothers.,2020-11-05 00:00:00,,Journal of transcultural nursing : official journal of the Transcultural Nursing Society,10.1177/1043659620970634,,"Parenting a child diagnosed with autism spectrum disorder (ASD) is challenging for mothers because of concerns related to behavior, difficulties in accessing specialized care, and lack of community acceptance, yet their stories in Jordanian context are still unknown. Common challenges in Jordan include financial burdens, lack of public awareness, and lack of specialized knowledge even among health care providers, which may lead to delays in obtaining the diagnosis and interventions for ASD.",pubmed,0.5906535787145426
1,6,Neural network based classification of eeg signals for diagnosis of autism spectrum disorder,,,,10.22376/ijpbs.2017.8.2.b1020-1026,"{'given': 'LAXMI', 'family': 'RAJA', 'sequence': 'first', 'affiliation': []}",,crossref,0.5904851705259295
323,1213,"Editorial: What to Do About Rigid, Repetitive Behaviors in Autism Spectrum Disorder?",2020-11-22 00:00:00,,Journal of the American Academy of Child and Adolescent Psychiatry,S0890-8567(20)32077-3,,"Rigid, repetitive behaviors (RRBs) as a part of autism spectrum disorder (ASD) are perplexing and challenging to treat effectively. First, how is it that they associate with deficits in social communication and social interaction to create a strong symptomatic association for the DSM-5 diagnosis of ASD?<sup>1</sup> Deficits in social communication make sense in how they define a developmental disorder, but what is the mechanism by which social interaction and RRBs connect to define the classification of ASD? Perhaps it is that, rather than by neurotransmitters or linked structural brain regions, ASD is a neural systems condition mediated by abnormalities in regionally distributed cortical networks.<sup>2</sup>.",pubmed,0.5900177132568687
393,1297,"Spending on Young Children With Autism Spectrum Disorder in Employer-Sponsored Plans, 2011-2017.",2020-10-20 00:00:00,,"Psychiatric services (Washington, D.C.)",10.1176/appi.ps.202000099,,Rapid increases in the prevalence of autism spectrum disorder (ASD) and increased access to intensive behavioral interventions have likely increased health care spending. This study estimated recent changes in spending among privately insured children with and without current ASD.,pubmed,0.5875548288663766
785,1746,Functional brain abnormalities associated with comorbid anxiety in autism spectrum disorder.,,,Development and psychopathology,10.1017/S0954579420000772,,"Anxiety disorders are common in autism spectrum disorder (ASD) and associated with social-communication impairment and repetitive behavior symptoms. The neurobiology of anxiety in ASD is unknown, but amygdala dysfunction has been implicated in both ASD and anxiety disorders. Using resting-state functional magnetic resonance imaging, we compared amygdala-prefrontal and amygdala-striatal connections across three demographically matched groups studied in the Autism Brain Imaging Data Exchange (ABIDE): ASD with a comorbid anxiety disorder (N = 25; ASD + Anxiety), ASD without a comorbid disorder (N = 68; ASD-NoAnx), and typically developing controls (N = 139; TD). Relative to ASD-NoAnx and TD controls, ASD + Anxiety individuals had decreased connectivity between the amygdala and dorsal/rostral anterior cingulate cortex (dACC/rACC). The functional connectivity of these connections was not affected in ASD-NoAnx, and amygdala connectivity with ventral ACC/medial prefrontal cortex (mPFC) circuits was not different in ASD + Anxiety or ASD-NoAnx relative to TD. Decreased amygdala-dorsomedial prefrontal cortex (dmPFC)/rACC connectivity was associated with more severe social impairment in ASD + Anxiety; amygdala-striatal connectivity was associated with restricted, repetitive behavior (RRB) symptom severity in ASD-NoAnx individuals. These findings suggest comorbid anxiety in ASD is associated with disrupted emotion-monitoring processes supported by amygdala-dACC/mPFC pathways, whereas emotion regulation systems involving amygdala-ventromedial prefrontal cortex (vmPFC) are relatively spared. Our results highlight the importance of accounting for comorbid anxiety for parsing ASD neurobiological heterogeneity.",pubmed,0.5857729883682555
920,1902,"Parental Attunement, Insightfulness, and Acceptance of Child Diagnosis in Parents of Children With Autism: Clinical Implications.",2020-08-07 00:00:00,,Frontiers in psychology,10.3389/fpsyg.2020.01849,,"Early parent-child relationships are an important factor influencing many domains of child development, even in the presence of autism. In this study, we investigated the associations between parent-child attunement during play, parental insightfulness, and parental acceptance of their child's diagnosis of an autism spectrum disorder. A sample of 50 parents (26 mothers and 24 fathers) of 26 children aged between 24 and 58 months were videotaped during parent-child play interactions and then interviewed about what they thought had gone through their child's head during the play interaction, and about their feelings and thoughts about their child's diagnosis. Play interactions were evaluated using a coding protocol to assess parental attunement. The results showed that parents who were more able to accept their child's diagnosis and to see things from their child's perspective were more likely to also be attuned during play interactions with their children. These findings highlight the importance of studying the parental ability of insightfulness and acceptance of their child diagnosis of ASD for the implementation of intervention programs for supporting parental attunement and improving the interactions between the parents and the children with autism spectrum disorders.",pubmed,0.5833840177693836
832,1801,Is it autism? Some suggestions for pediatricians.,2020-09-23 00:00:00,,Turk pediatri arsivi,10.14744/TurkPediatriArs.2020.59862,,"An early diagnosis of autism spectrum disorder, leading to a timely enabling intervention, is associated with a better long-term prognosis and allows the early detection of any medical comorbidities that are sometimes found in individuals with autism. It is, therefore, an important challenge to begin the diagnostic procedure of these children as soon as possible. Nowadays, much progress has been made in this respect compared with the past, but considerable work remains. A fundamental role in starting a correct and timely diagnostic procedure is obviously played by the pediatrician. Today, many tools are available for the early screening of autism in the general population, but unfortunately, their real effectiveness has yet to be established. In this narrative review, we address the topic of the early diagnosis of autism spectrum disorder, emphasizing, in particular, those that are now considered the first warning signs. We list a few of the most important signs to consider when a child aged around 18 months presents to a pediatrician, subdivided into three subgroups: social-communication skills; patterns of behavior, interests, or activities; and sensory behaviors and reactivity/temperament. We deal separately with the possible presence of slight motor signs, which can also go unnoticed, but probably they should be considered as very early signs appearing even before social-communication deficits.",pubmed,0.5833790522186253
268,1149,Whole Exome Sequencing Identifies Novel De Novo Variants Interacting with Six Gene Networks in Autism Spectrum Disorder.,2020-12-22 00:00:00,,Genes,E1,,"Autism spectrum disorder (ASD) is a highly heritable condition caused by a combination of environmental and genetic factors such as de novo and inherited variants, as well as rare or common variants among hundreds of related genes. Previous genome-wide association studies have identified susceptibility genes; however, most ASD-associated genes remain undiscovered. This study aimed to examine rare de novo variants to identify genetic risk factors of ASD using whole exome sequencing (WES), functional characterization, and genetic network analyses of identified variants using Korean familial dataset. We recruited children with ASD and their biological parents. The clinical best estimate diagnosis of ASD was made according to the Diagnostic and Statistical Manual of Mental Disorders (DSM-5<sup>TM</sup>), using comprehensive diagnostic instruments. The final analyses included a total of 151 individuals from 51 families. Variants were identified and filtered using the GATK Best Practices for bioinformatics analysis, followed by genome alignments and annotation to the reference genome assembly GRCh37 (liftover to GRCh38), and further annotated using dbSNP 154 build databases. To evaluate allele frequencies of de novo variants, we used the dbSNP, gnomAD exome v2.1.1, and genome v3.0. We used Ingenuity Pathway Analysis (IPA, Qiagen) software to construct networks using all identified de novo variants with known autism-related genes to find probable relationships. We identified 36 de novo variants with potential relations to ASD; 27 missense, two silent, one nonsense, one splice region, one splice site, one 5' UTR, and one intronic SNV and two frameshift deletions. We identified six networks with functional relationships. Among the interactions between de novo variants, the IPA assay found that the NF-κB signaling pathway and its interacting genes were commonly observed at two networks. The relatively small cohort size may affect the results of novel ASD genes with de novo variants described in our findings. We did not conduct functional experiments in this study. Because of the diversity and heterogeneity of ASD, the primary purpose of this study was to investigate probable causative relationships between novel de novo variants and known autism genes. Additionally, we based functional relationships with known genes on network analysis rather than on statistical analysis. We identified new variants that may underlie genetic factors contributing to ASD in Korean families using WES and genetic network analyses. We observed novel de novo variants that might be functionally linked to ASD, of which the variants interact with six genetic networks.",pubmed,0.5830376704124941
574,1506,Early and Repeated Screening Detects Autism Spectrum Disorder.,2021-03-09 00:00:00,,The Journal of pediatrics,S0022-3476(21)00221-3,,To evaluate timing and accuracy of early and repeated screening for autism spectrum disorder (ASD) during well-child visits.,pubmed,0.5826079084414688
831,1800,Prospective associations between childhood social communication processes and adolescent eating disorder symptoms in an epidemiological sample.,2020-10-16 00:00:00,,European child & adolescent psychiatry,10.1007/s00787-020-01655-9,,"Deficits in social cognition and communication, the processes associated with human social behavior and interaction, have been described in individuals with eating disorder psychopathology. The current study examined whether social communication characteristics present in middle childhood (ages 8-14) were associated with eating disorder behaviors, cognitions, and diagnoses across adolescence (ages 14-18) in a large, population-based sample. Participants (N = 4864) were children enrolled in the Avon Longitudinal Study of Parents and Children (ALSPAC), a population-based, prospective study of women and their children. Regression methods tested prospective associations between social functioning using a facial emotion recognition task and parentally reported social communication symptoms (or difficulties), measured by the Social Communication Disorder Checklist (SCDC), with eating disorder symptoms and diagnoses. Misattribution of faces as sad or angry at age 8.5 was associated with purging and anorexia nervosa diagnosis at age 14, respectively, among girls. Furthermore, autistic-like social communication difficulties during middle childhood were associated with bulimia nervosa symptoms during adolescence among both girls and boys. Results did not support global associations between measured social communication deficits and eating disorder risk in this sample, but specific difficulties with facial emotion recognition and social communication may enhance the risk for disordered eating behaviors.",pubmed,0.582388647314278
263,1144,Neural correlates of shared sensory symptoms in autism and attention-deficit/hyperactivity disorder.,2020-11-02 00:00:00,,Brain communications,10.1093/braincomms/fcaa186,,"Symptoms of autism spectrum disorder and attention-deficit/hyperactivity disorder often co-occur. Among these, sensory impairment, which is a core diagnostic feature of autism spectrum disorder, is often observed in children with attention-deficit/hyperactivity disorder. However, the underlying mechanisms of symptoms that are shared across disorders remain unknown. To examine the neural correlates of sensory symptoms that are associated with autism spectrum disorder and attention-deficit/hyperactivity disorder, we analysed resting-state functional MRI data obtained from 113 people with either autism spectrum disorder or attention-deficit/hyperactivity disorder (<i>n </i>=<i> </i>78 autism spectrum disorder, mean age = 29.5; <i>n </i>=<i> </i>35 attention-deficit/hyperactivity disorder, mean age = 31.2) and 96 neurotypical controls (mean age = 30.6, range: 20-55 years) using a cross-sectional study design. First, we used a multi-dimensional approach to examine intrinsic brain functional connectivity related to sensory symptoms in four domains (i.e. low registration, sensation seeking, sensory sensitivity and sensation avoidance), after controlling for age, handedness and head motion. Then, we used a partial least squares correlation to examine the link between sensory symptoms related to intrinsic brain functional connectivity and neurodevelopmental symptoms measured using the Autism Spectrum Quotient and Conners' Adult Attention-Deficit/Hyperactivity Disorder Rating Scale, regardless of diagnosis. To test whether observed associations were specific to sensory symptoms related to intrinsic brain functional connectivity, we conducted a control analysis using a bootstrap framework. The results indicated that transdiagnostic yet distinct intrinsic brain functional connectivity neural bases varied according to the domain of the examined sensory symptom. Partial least squares correlation analysis revealed two latent components (latent component 1: <i>q </i><<i> </i>0.001 and latent component 2: <i>q </i><<i> </i>0.001). For latent component 1, a set of intrinsic brain functional connectivity was predominantly associated with neurodevelopmental symptom-related composite score (<i>r </i>=<i> </i>0.64, <i>P </i><<i> </i>0.001), which was significantly correlated with Conners' Adult Attention-Deficit/Hyperactivity Disorder Rating Scale total <i>T</i> scores (<i>r </i>=<i> </i>-0.99, <i>q </i><<i> </i>0.001). For latent component 2, another set of intrinsic brain functional connectivity was positively associated with neurodevelopmental symptom-related composite score (<i>r </i>=<i> </i>0.58, <i>P </i><<i> </i>0.001), which was eventually positively associated with Autism Spectrum Quotient total scores (<i>r </i>=<i> </i>0.92, <i>q </i><<i> </i>0.001). The bootstrap analysis showed that the relationship between intrinsic brain functional connectivity and neurodevelopmental symptoms was relative to sensory symptom-related intrinsic brain functional connectivity (latent component 1: <i>P </i>=<i> </i>0.003 and latent component 2: <i>P </i><<i> </i>0.001). The current results suggest that sensory symptoms in individuals with autism spectrum disorder and those with attention-deficit/hyperactivity disorder have shared neural correlates. The neural correlates of the sensory symptoms were associated with the severity of both autism spectrum disorder and attention-deficit/hyperactivity disorder symptoms, regardless of diagnosis.",pubmed,0.581981478296678
329,1220,Video-Based Training in Recognizing Exemplars of Autism Spectrum Disorder Diagnostic Criteria.,2019-07-25 00:00:00,,Training and education in professional psychology,10.1037/tep0000285,,"Autism Spectrum Disorder (ASD) is an increasingly common neurodevelopmental disorder with long-term and pervasive effects. Despite the benefits of early diagnosis, research suggests that training in recognizing the behavioral markers of ASD and the fundamentals of ASD diagnosis are not routinely provided to prospective child clinicians. As a means to train students in recognizing exemplars of behavior consistent with ASD diagnostic criteria, we created a video library of brief clips of children and adults with and without ASD who varied on multiple dimensions (e.g., sex, ethnicity, language skills, developmental level). Using clips from the library, we developed a brief training program to instruct students on diagnostic criteria for ASD and how to recognize examples of these behaviors in children. A randomized experimental trial compared the impact of the video-based training program delivered via the Internet to conventional graduate-level textbook training. Although both textbook and video-based training groups improved in their identification of ASD behaviors, the video-based training group significantly outperformed the textbook-based training group at posttest. The creation of a video library that can be incorporated into remote access training is a promising means of allowing students to view a range of presentations of a disorder even when direct access to a diverse set of clients may be difficult.",pubmed,0.5817735387121817
609,1545,Prevalence of autism spectrum disorder symptoms in a paediatric neurology clinic at a tertiary hospital in Uganda.,2021-01-28 00:00:00,,The South African journal of psychiatry : SAJP : the journal of the Society of Psychiatrists of South Africa,10.4102/sajpsychiatry.v27i0.1548,,"Children with neurological disorders are more likely to present with autism spectrum disorder (ASD) symptoms and get an ASD diagnosis. Despite the large burden of childhood neurological disorders in Uganda, there is limited information on ASD amongst children with neurological disorders in Uganda.",pubmed,0.5806100473510419
217,1094,Serum adiponectin levels are reduced in autism spectrum disorder and association with severity of symptoms.,2021-01-20 00:00:00,,Metabolic brain disease,10.1007/s11011-020-00668-2,,"Recent evidence highlights the role of adiponectin in the pathophysiology of autism spectrum disorder (ASD), yielding conflicting results. The aims of this study were (1) To assess the adiponectin levels of children with ASD and typical developing (TP); (2) To investigate the relationship between adiponectin levels and symptom severity of children with ASD. This is a single-center cross-sectional study from China. From December 2017 to November 2019, first-diagnosis and drug-naïve children with ASD were included. Same TP children who were matched with clinical groups by gender and age were included as the control group. The enzyme-linked immunosorbent assay (ELISA) kit was used to determine serum concentrations of adiponectin. We recorded 176 children (88 were ASD and 88 were TP children) and 77.3% (n = 136) were boys and the mean age was 4.3 years (standard deviations [S.D.]: 1.2). The mean (S.D.) levels of adiponectin were 9.01(2.19) and 11.55(2.32) μg/ml for those with ASD and TP subjects. The difference between those two groups was significant (t = 7.169, p < 0.001). There was a negative correlation between serum levels of adiponectin and Childhood Autism Rating Scale [CARS] score (r = -0.498, p < 0.001). At admission, 39 ASD (54.5%) had a minor autism (CARS<37). In these children, the mean (S.D.) adiponectin level was higher than that observed in children with moderate-to-severe clinical severity (10.09[2.32] vs.8.15[1.64] μg/ml, P < 0.001). This study shows that serum adiponectin. Levels are decreased in ASD when compared with in healthy children. The findings also indicate an inverse association between serum adiponectin levels and severity of symptoms in ASD.",pubmed,0.5795835656388644
429,1335,Psychiatric assessment.,,,Handbook of clinical neurology,B978-0-444-64148-9.00016-8,,"Studies have consistently reported an increased prevalence of psychiatric comorbidity (PC) in individuals with neurodevelopmental disorders (NDDs) compared with typically developing controls, with high rates of anxiety disorders in autism spectrum disorders and challenging behaviors in children and adolescent with intellectual disability. Psychiatric assessment in this population should include multiple sources of information, derived from multiple contexts and using multiple methods, with accurate detection of contributing and trigger factors. It is important to focus on detecting change from the child's baseline functioning and to use, when possible, ad hoc instruments for assessing PC in the NDD population. Modifications in the setting and assessment procedures should be scheduled based on the child's age, developmental level, and sensory sensitivities. Simultaneously, validated screening instruments, which dimensionally assess the symptomatology of several NDDs and psychiatric disorders, are warranted to not only assist in the identification of PCs in NDDs but also discriminate among different NDDs. Changes from DSM-IV-TR to DSM-5 have had an impact on the diagnosis of several disorders in children and adolescents and, subsequently, on the current diagnostic tools, requiring appropriate and prompt modifications of the available instruments.",pubmed,0.5793124044509051
283,1168,Translational outcomes relevant to neurodevelopmental disorders following early life exposure of rats to chlorpyrifos.,2020-12-16 00:00:00,,Journal of neurodevelopmental disorders,10.1186/s11689-020-09342-1,,"Neurodevelopmental disorders (NDDs), including intellectual disability, attention deficit hyperactivity disorder (ADHD), and autism spectrum disorder (ASD), are pervasive, lifelong disorders for which pharmacological interventions are not readily available. Substantial increases in the prevalence of NDDs over a relatively short period may not be attributed solely to genetic factors and/or improved diagnostic criteria. There is now a consensus that multiple genetic loci combined with environmental risk factors during critical periods of neurodevelopment influence NDD susceptibility and symptom severity. Organophosphorus (OP) pesticides have been identified as potential environmental risk factors. Epidemiological studies suggest that children exposed prenatally to the OP pesticide chlorpyrifos (CPF) have significant mental and motor delays and strong positive associations for the development of a clinical diagnosis of intellectual delay or disability, ADHD, or ASD.",pubmed,0.5784471433805948
732,1685,Psychosexual knowledge and education in autism spectrum disorder individuals.,2020-12-01 00:00:00,,Journal of the American Association of Nurse Practitioners,10.1097/JXX.0000000000000508,,"Autism spectrum disorder (ASD) is a highly prevalent neurodevelopmental condition. Autism spectrum disorder individuals are interested in sexual activity and pursuing romantic relationships, yet they often lack psychosexual knowledge and engage in risky sexual behaviors. The special learning needs of ASD individuals influence their exclusion from educational and social settings, resulting in fewer opportunities to acquire sex knowledge from reliable sources.",pubmed,0.5745288729181768
